station,date,n_total,n_retained,rmsp_median,rmsp_p95,frac_retained
la04,2014-09-19,3032,3032,0.0021,0.0039,1.0
la04,2014-09-20,2773,2773,0.0021,0.0037,1.0
la04,2014-09-21,5760,5760,0.0021,0.0038,1.0
la04,2014-09-22,3474,3474,0.0022,0.004,1.0
la04,2014-09-23,5760,5760,0.0023,0.004,1.0
la04,2014-09-24,2629,2629,0.0022,0.0039,1.0
la04,2014-09-25,5760,5760,0.0022,0.0039,1.0
la04,2014-09-26,5760,5760,0.0024,0.0042,1.0
la04,2014-09-27,5760,5760,0.0022,0.0041,1.0
la04,2014-09-28,5760,5760,0.0021,0.0038,1.0
la04,2014-09-29,2966,2966,0.002,0.0037,1.0
la04,2014-09-30,5760,5760,0.0021,0.0038,1.0
la04,2014-10-01,5760,5760,0.0021,0.004,1.0
la04,2014-10-02,5003,5003,0.0021,0.0039,1.0
la04,2014-10-03,5760,5760,0.0021,0.0038,1.0
la04,2014-10-04,5760,5760,0.0021,0.004,1.0
la04,2014-10-05,5760,5760,0.0021,0.0039,1.0
la04,2014-10-06,5760,5760,0.0021,0.0038,1.0
la04,2014-10-07,5760,5760,0.0021,0.003805000000000018,1.0
la04,2014-10-08,5760,5760,0.0022,0.004,1.0
la04,2014-10-09,5760,5760,0.0021,0.0039,1.0
la04,2014-10-10,5760,5760,0.002,0.0036,1.0
la04,2014-10-11,5760,5760,0.0021,0.0038,1.0
la04,2014-10-12,5760,5760,0.0023,0.0041,1.0
la04,2014-10-13,5760,5760,0.0023,0.0042,1.0
la04,2014-10-14,5760,5760,0.0023,0.0041,1.0
la04,2014-10-15,5760,5760,0.0022,0.0039,1.0
la04,2014-10-16,5760,5760,0.0022,0.0042,1.0
la04,2014-10-17,5760,5760,0.0022,0.0043,1.0
la04,2014-10-18,5760,5760,0.0022,0.0041,1.0
la04,2014-10-19,5760,5760,0.0022,0.0041,1.0
la04,2014-10-20,5760,5760,0.0023,0.0044,1.0
la04,2014-10-21,5760,5760,0.0023,0.0042,1.0
la04,2014-10-22,5760,5760,0.0022,0.0041,1.0
la04,2014-10-23,5760,5760,0.0023,0.0042,1.0
la04,2014-10-24,5760,5760,0.0023,0.0042,1.0
la04,2014-10-25,5760,5760,0.0023,0.0042,1.0
la04,2014-10-26,5760,5760,0.0022,0.0042,1.0
la04,2014-10-27,5760,5760,0.0022,0.0042,1.0
la04,2014-10-28,5760,5760,0.0022,0.0042,1.0
la04,2014-10-29,5760,5760,0.0022,0.0042,1.0
la04,2014-10-30,5760,5760,0.0022,0.0041,1.0
la04,2014-10-31,5760,5760,0.0023,0.0041,1.0
la04,2014-11-01,5760,5760,0.0022,0.0042,1.0
la04,2014-11-02,5760,5760,0.0022,0.0042,1.0
la04,2014-11-03,5760,5760,0.0022,0.0041,1.0
la04,2014-11-04,5760,5760,0.0023,0.004305000000000018,1.0
la04,2014-11-05,5760,5760,0.0022,0.0042,1.0
la04,2014-11-06,5760,5760,0.0022,0.0042,1.0
la04,2014-11-07,5760,5760,0.0022,0.0042,1.0
la04,2014-11-08,5760,5760,0.0021,0.0041,1.0
la04,2014-11-09,5760,5760,0.0022,0.0042,1.0
la04,2014-11-10,5760,5760,0.0022,0.0042,1.0
la04,2014-11-11,5760,5760,0.0022,0.0041,1.0
la04,2014-11-12,5760,5760,0.00215,0.0041,1.0
la04,2014-11-13,5760,5760,0.0022,0.0041,1.0
la04,2014-11-14,5760,5760,0.0022,0.0042,1.0
la04,2014-11-15,5760,5760,0.0022,0.0042,1.0
la04,2014-11-16,5760,5760,0.0023,0.0042,1.0
la04,2014-11-17,5760,5760,0.0022,0.004105000000000018,1.0
la04,2014-11-18,5760,5760,0.0022,0.0042,1.0
la04,2014-11-19,5760,5760,0.0021,0.004105000000000018,1.0
la04,2014-11-20,5760,5760,0.0022,0.0042,1.0
la04,2014-11-21,5760,5760,0.0021,0.0041,1.0
la04,2014-11-22,5760,5760,0.0022,0.0044,1.0
la04,2014-11-23,5760,5760,0.0022,0.0043,1.0
la04,2014-11-24,5760,5760,0.0021,0.0041,1.0
la04,2014-11-25,5760,5760,0.0021,0.0042,1.0
la04,2014-11-26,5760,5760,0.0022,0.0043,1.0
la04,2014-11-27,5760,5760,0.0021,0.0041,1.0
la04,2014-11-28,5760,5760,0.0021,0.0041,1.0
la04,2014-11-29,5760,5760,0.0021,0.004,1.0
la04,2014-11-30,5760,5760,0.0021,0.0042,1.0
la04,2014-12-01,5760,5760,0.0021,0.0041,1.0
la04,2014-12-02,5760,5760,0.0022,0.0042,1.0
la04,2014-12-03,5760,5760,0.0021,0.0041,1.0
la04,2014-12-04,5760,5760,0.0021,0.0042,1.0
la04,2014-12-05,5760,5760,0.0021,0.0041,1.0
la04,2014-12-06,5760,5760,0.0022,0.0043,1.0
la04,2014-12-07,5219,5219,0.0022,0.0043,1.0
la05,2010-01-19,5607,5607,0.0018,0.0038,1.0
la05,2010-01-20,5760,5760,0.0019,0.003805000000000018,1.0
la05,2010-01-21,5760,5760,0.0018,0.0038,1.0
la05,2010-01-22,5760,5760,0.0018,0.0038,1.0
la05,2010-01-23,5760,5760,0.0018,0.0038,1.0
la05,2010-01-24,5760,5760,0.0019,0.0038,1.0
la05,2010-01-25,5760,5760,0.0018,0.0038,1.0
la05,2010-01-26,5760,5760,0.0018,0.0037,1.0
la05,2010-01-27,5760,5760,0.0018,0.0037,1.0
la05,2010-01-28,5760,5760,0.0018,0.0037,1.0
la05,2010-01-29,5760,5760,0.0019,0.0038,1.0
la05,2010-01-30,5760,5760,0.0018,0.0037,1.0
la05,2010-01-31,5760,5760,0.0018,0.0037,1.0
la05,2010-02-01,5760,5760,0.0019,0.0039,1.0
la05,2010-02-02,5760,5760,0.0018,0.0039,1.0
la05,2010-02-03,5760,5760,0.0019,0.0038,1.0
la05,2010-02-04,5760,5760,0.0018,0.0036,1.0
la05,2010-02-05,5760,5760,0.0018,0.0038,1.0
la05,2010-02-06,5760,5760,0.0018,0.0037,1.0
la05,2010-02-07,5760,5760,0.0018,0.0038,1.0
la05,2010-02-08,5760,5760,0.0018,0.0036,1.0
la05,2010-02-09,5760,5760,0.0018,0.0036,1.0
la05,2010-02-10,5760,5760,0.0018,0.0037,1.0
la05,2010-02-11,5760,5760,0.0018,0.0037,1.0
la05,2010-02-12,5760,5760,0.0018,0.0037,1.0
la05,2010-02-13,5760,5760,0.002,0.0041,1.0
la05,2010-02-14,5760,5760,0.0018,0.0037,1.0
la05,2010-02-15,5760,5760,0.0018,0.0037,1.0
la05,2010-02-16,5760,5760,0.0018,0.0037,1.0
la05,2010-02-17,5760,5760,0.0018,0.0039,1.0
la05,2010-02-18,5760,5760,0.0018,0.0037,1.0
la05,2010-02-19,5760,5760,0.0017,0.0036,1.0
la05,2010-02-20,5760,5760,0.0018,0.0039,1.0
la05,2010-02-21,5760,5760,0.0017,0.0035,1.0
la05,2010-02-22,5760,5760,0.0018,0.0036,1.0
la05,2010-02-23,5760,5760,0.0018,0.0037,1.0
la05,2010-02-24,5760,5760,0.0019,0.0038,1.0
la05,2010-02-25,5760,5760,0.0018,0.0037,1.0
la05,2010-02-26,5760,5760,0.0018,0.0037,1.0
la05,2010-02-27,5760,5760,0.0019,0.0039,1.0
la05,2010-02-28,5760,5760,0.002,0.0042,1.0
la05,2010-03-01,5760,5760,0.0019,0.0039,1.0
la05,2010-03-02,5760,5760,0.0019,0.0038,1.0
la05,2010-03-03,5760,5760,0.0019,0.0038,1.0
la05,2010-03-04,5760,5760,0.0018,0.0037,1.0
la05,2010-03-05,5760,5760,0.0018,0.0038,1.0
la05,2010-03-06,5760,5760,0.0018,0.0037,1.0
la05,2010-03-07,5760,5760,0.0019,0.0037,1.0
la05,2010-03-08,5760,5760,0.0019,0.0037,1.0
la05,2010-03-09,5760,5760,0.00185,0.0037,1.0
la05,2010-03-10,5760,5760,0.0019,0.0038,1.0
la05,2010-03-11,5760,5760,0.0018,0.0038,1.0
la05,2010-03-12,5760,5760,0.0018,0.0037,1.0
la05,2010-03-13,5760,5760,0.0018,0.0037,1.0
la05,2010-03-14,5760,5760,0.00185,0.0038,1.0
la05,2010-03-15,5760,5760,0.0018,0.0037,1.0
la05,2010-03-16,5760,5760,0.0018,0.0037,1.0
la05,2010-03-17,5760,5760,0.0019,0.0038,1.0
la05,2010-03-18,5760,5760,0.0019,0.0037,1.0
la05,2010-03-19,5760,5760,0.0018,0.0037,1.0
la05,2010-03-20,5760,5760,0.0019,0.0038,1.0
la05,2010-03-21,5760,5760,0.0018,0.0038,1.0
la05,2010-03-22,5760,5760,0.0018,0.0037,1.0
la05,2010-03-23,5760,5760,0.0019,0.0037,1.0
la05,2010-03-24,5760,5760,0.0018,0.0037,1.0
la05,2010-03-25,5760,5760,0.0018,0.0037,1.0
la05,2010-03-26,5760,5760,0.0018,0.0037,1.0
la05,2010-03-27,5760,5760,0.0018,0.0037,1.0
la05,2010-03-28,5760,5760,0.0018,0.0037,1.0
la05,2010-03-29,5760,5760,0.0018,0.0037,1.0
la05,2010-03-30,5760,5760,0.0018,0.0037,1.0
la05,2010-03-31,5760,5760,0.0018,0.0037,1.0
la05,2010-04-01,5760,5760,0.0018,0.003705000000000018,1.0
la05,2010-04-02,5760,5760,0.0018,0.0037,1.0
la05,2010-04-03,5759,5759,0.0018,0.0037,1.0
la05,2010-04-04,5760,5760,0.0019,0.0041,1.0
la05,2010-04-05,5760,5760,0.0019,0.0039,1.0
la05,2010-04-06,5760,5760,0.0018,0.0038,1.0
la05,2010-04-07,5760,5760,0.0018,0.0037,1.0
la05,2010-04-08,5760,5760,0.0018,0.0037,1.0
la05,2010-04-09,5760,5760,0.0017,0.0037,1.0
la05,2010-04-10,5760,5760,0.0018,0.0037,1.0
la05,2010-04-11,5760,5760,0.0018,0.0038,1.0
la05,2010-04-12,5760,5760,0.0018,0.0037,1.0
la05,2010-04-13,5760,5760,0.0018,0.0037,1.0
la05,2010-04-14,5760,5760,0.0018,0.003705000000000018,1.0
la05,2010-04-15,5760,5760,0.0019,0.004,1.0
la05,2010-04-16,5760,5760,0.0018,0.0037,1.0
la05,2010-04-17,5760,5760,0.0018,0.0037,1.0
la05,2010-04-18,5760,5760,0.0018,0.0038,1.0
la05,2010-04-19,5760,5760,0.0019,0.0047,1.0
la05,2010-04-20,5760,5760,0.0018,0.0038,1.0
la05,2010-04-21,5760,5760,0.0018,0.0038,1.0
la05,2010-04-22,5760,5760,0.0018,0.0039,1.0
la05,2010-04-23,5760,5760,0.0018,0.0041,1.0
la05,2010-04-24,5760,5760,0.0018,0.0041,1.0
la05,2010-04-25,5760,5760,0.0018,0.004,1.0
la05,2010-04-26,5760,5760,0.0018,0.0042,1.0
la05,2010-04-27,5760,5760,0.0018,0.004,1.0
la05,2010-04-28,5760,5760,0.0018,0.004,1.0
la05,2010-04-29,5740,5740,0.0018,0.0038,1.0
la05,2010-04-30,5760,5760,0.0018,0.0039,1.0
la05,2010-05-01,5760,5760,0.0018,0.0039,1.0
la05,2010-05-02,5760,5760,0.0019,0.0041,1.0
la05,2010-05-03,5760,5760,0.0019,0.004,1.0
la05,2010-05-04,5760,5760,0.0018,0.004,1.0
la05,2010-05-05,5760,5760,0.0018,0.0039,1.0
la05,2010-05-06,5760,5760,0.0018,0.0038,1.0
la05,2010-05-07,5760,5760,0.0018,0.0038,1.0
la05,2010-05-08,5760,5760,0.0018,0.0038,1.0
la05,2010-05-09,5760,5760,0.0018,0.0037,1.0
la05,2010-05-10,5760,5760,0.0018,0.0039,1.0
la05,2010-05-11,5760,5760,0.0018,0.0038,1.0
la05,2010-05-12,5760,5760,0.0018,0.0038,1.0
la05,2010-05-13,5760,5760,0.0018,0.0037,1.0
la05,2010-05-14,5760,5760,0.0017499999999999998,0.0038,1.0
la05,2010-05-15,5760,5760,0.0017,0.0037,1.0
la05,2010-05-16,5760,5760,0.0018,0.004,1.0
la05,2010-05-17,5760,5760,0.0018,0.0038,1.0
la05,2010-05-18,5760,5760,0.0018,0.0038,1.0
la05,2010-05-19,5760,5760,0.0018,0.0038,1.0
la05,2010-05-20,5760,5760,0.0018,0.0038,1.0
la05,2010-05-21,5760,5760,0.0018,0.0037,1.0
la05,2010-05-22,5760,5760,0.0018,0.0037,1.0
la05,2010-05-23,5760,5760,0.0018,0.0038,1.0
la05,2010-05-24,5760,5760,0.0018,0.0041,1.0
la05,2010-05-25,5760,5760,0.0018,0.0038,1.0
la05,2010-05-26,5760,5760,0.0018,0.0038,1.0
la05,2010-05-27,5760,5760,0.0018,0.0037,1.0
la05,2010-05-28,5760,5760,0.0018,0.0038,1.0
la05,2010-05-29,5760,5760,0.0018,0.0039,1.0
la05,2010-05-30,5760,5760,0.0018,0.0038,1.0
la05,2010-05-31,4448,4448,0.0018,0.0038,1.0
la05,2010-06-03,4904,4904,0.0018,0.0037,1.0
la05,2010-06-04,5481,5481,0.0017,0.0037,1.0
la05,2010-06-05,262,262,0.0019,0.004,1.0
la05,2010-06-06,3876,3876,0.0017,0.0039,1.0
la05,2010-06-08,1577,1577,0.0019,0.003719999999999982,1.0
la05,2010-06-09,5760,5760,0.0018,0.0038,1.0
la05,2010-06-10,73,73,0.0014,0.002939999999999999,1.0
la05,2010-06-17,3240,3240,0.0018,0.0037,1.0
la05,2010-06-18,4294,4294,0.0019,0.0038,1.0
la05,2010-06-19,1796,1796,0.0018,0.004,1.0
la05,2010-06-20,581,581,0.0016,0.0044,1.0
la05,2010-06-23,397,397,0.0017,0.0037,1.0
la05,2010-06-24,5760,5760,0.0018,0.0039,1.0
la05,2010-06-25,5760,5760,0.0018,0.0041,1.0
la05,2010-06-26,2570,2570,0.0018,0.0041,1.0
la05,2010-07-01,3470,3470,0.0019,0.004,1.0
la05,2010-07-02,3918,3918,0.0019,0.003914999999999964,1.0
la05,2010-07-04,3068,3068,0.0019,0.0042,1.0
la05,2010-07-05,1957,1957,0.0018,0.0038,1.0
la05,2010-07-07,4030,4030,0.0018,0.0041,1.0
la05,2010-07-08,3171,3171,0.0019,0.004,1.0
la05,2010-07-09,1663,1663,0.0019,0.0041,1.0
la05,2010-07-10,5760,5760,0.0019,0.0041,1.0
la05,2010-07-11,5760,5760,0.0019,0.0041,1.0
la05,2010-07-12,5760,5760,0.0019,0.0041,1.0
la05,2010-07-13,5760,5760,0.0019,0.0041,1.0
la05,2010-07-14,5760,5760,0.0019,0.0045,1.0
la05,2010-07-15,5760,5760,0.0019,0.0041,1.0
la05,2010-07-16,473,473,0.0019,0.004239999999999997,1.0
la05,2010-07-20,1297,1297,0.0019,0.0042,1.0
la05,2010-07-21,358,358,0.0018,0.0036,1.0
la05,2010-07-23,2574,2574,0.0019,0.004,1.0
la05,2010-07-24,4106,4106,0.0019,0.004,1.0
la05,2010-07-25,481,481,0.0017,0.0039,1.0
la05,2010-07-26,1075,1075,0.002,0.0039,1.0
la05,2010-07-29,846,846,0.0017,0.0036,1.0
la05,2010-08-03,4177,4177,0.0019,0.0042,1.0
la05,2010-08-04,3902,3902,0.0019,0.0042,1.0
la05,2010-08-05,5760,5760,0.0019,0.0041,1.0
la05,2010-08-06,1562,1562,0.0017,0.0037,1.0
la05,2010-08-07,397,397,0.0027,0.0071,1.0
la05,2010-08-08,2142,2142,0.0019,0.0039,1.0
la05,2010-08-09,1287,1287,0.0019,0.0042,1.0
la05,2010-08-10,3156,3156,0.0019,0.0044,1.0
la05,2010-08-11,481,481,0.0021,0.0047,1.0
la05,2010-08-13,1276,1276,0.002,0.004625,1.0
la05,2010-08-15,12,12,0.00135,0.002664999999999999,1.0
la05,2010-08-16,2020,2020,0.0019,0.0043049999999999955,1.0
la05,2010-08-17,2961,2961,0.002,0.0047,1.0
la05,2010-08-18,933,933,0.0017,0.0037,1.0
la05,2010-08-24,2018,2018,0.0018,0.0042,1.0
la05,2010-08-26,714,714,0.0018,0.003835000000000002,1.0
la05,2010-08-27,481,481,0.0021,0.0042,1.0
la05,2010-08-30,82,82,0.0026,0.0043950000000000005,1.0
la05,2010-08-31,356,356,0.0016,0.0035,1.0
la05,2010-09-02,3949,3949,0.0019,0.0041,1.0
la05,2010-09-03,3122,3122,0.0019,0.0042,1.0
la05,2010-09-04,12,12,0.0013,0.0016899999999999999,1.0
la05,2010-09-05,347,347,0.002,0.004669999999999999,1.0
la05,2010-09-06,2356,2356,0.002,0.0042,1.0
la05,2010-09-07,856,856,0.0021,0.0047,1.0
la05,2010-09-08,1041,1041,0.0017,0.004,1.0
la05,2010-09-09,2213,2213,0.002,0.0043,1.0
la05,2010-09-10,1087,1087,0.0023,0.005570000000000005,1.0
la05,2010-09-11,938,938,0.0019,0.0042,1.0
la05,2010-09-12,1255,1255,0.002,0.0043,1.0
la05,2010-09-13,1658,1658,0.0019,0.0042,1.0
la05,2010-09-14,4409,4409,0.0019,0.0043,1.0
la05,2010-09-15,4906,4906,0.0019,0.0041,1.0
la05,2010-09-16,4379,4379,0.002,0.0043,1.0
la05,2010-09-17,3854,3854,0.0019,0.0043,1.0
la05,2010-09-18,4067,4067,0.0021,0.0046,1.0
la05,2010-09-19,2690,2690,0.0019,0.0043,1.0
la05,2010-09-20,4683,4683,0.002,0.0044,1.0
la05,2010-09-21,5760,5760,0.0019,0.0042,1.0
la05,2010-09-22,5760,5760,0.002,0.0042,1.0
la05,2010-09-23,5760,5760,0.0019,0.0042,1.0
la05,2010-09-24,5760,5760,0.002,0.0043,1.0
la05,2010-09-25,5760,5760,0.0019,0.0042,1.0
la05,2010-09-26,5760,5760,0.002,0.0043,1.0
la05,2010-09-27,5760,5760,0.002,0.0044,1.0
la05,2010-09-28,5760,5760,0.0019,0.0043,1.0
la05,2010-09-29,5760,5760,0.002,0.0044,1.0
la05,2010-09-30,5760,5760,0.0019,0.0042,1.0
la05,2010-10-01,5760,5760,0.002,0.0045,1.0
la05,2010-10-02,5760,5760,0.002,0.0042,1.0
la05,2010-10-03,5760,5760,0.0019,0.0042,1.0
la05,2010-10-04,5760,5760,0.002,0.0043,1.0
la05,2010-10-05,5754,5754,0.002,0.0043,1.0
la05,2010-10-06,5760,5760,0.002,0.0043,1.0
la05,2010-10-07,5760,5760,0.0019,0.0042,1.0
la05,2010-10-08,5760,5760,0.0019,0.0042,1.0
la05,2010-10-09,5743,5743,0.0019,0.0041,1.0
la05,2010-10-10,5743,5743,0.0019,0.0042,1.0
la05,2010-10-11,5760,5760,0.0021,0.0043,1.0
la05,2010-10-12,5760,5760,0.002,0.0042,1.0
la05,2010-10-13,5760,5760,0.002,0.0043,1.0
la05,2010-10-14,5760,5760,0.0019,0.0041,1.0
la05,2010-10-15,5760,5760,0.0021,0.0046,1.0
la05,2010-10-16,5760,5760,0.002,0.0042,1.0
la05,2010-10-17,5760,5760,0.002,0.0042,1.0
la05,2010-10-18,5760,5760,0.002,0.0042,1.0
la05,2010-10-19,5760,5760,0.002,0.0042,1.0
la05,2010-10-20,5760,5760,0.002,0.0042,1.0
la05,2010-10-21,5760,5760,0.002,0.0041,1.0
la05,2010-10-22,5760,5760,0.002,0.0043,1.0
la05,2010-10-23,5760,5760,0.002,0.0042,1.0
la05,2010-10-24,5760,5760,0.002,0.0042,1.0
la05,2010-10-25,5760,5760,0.002,0.0042,1.0
la05,2010-10-26,5760,5760,0.002,0.0043,1.0
la05,2010-10-27,5760,5760,0.0021,0.0044,1.0
la05,2010-10-28,5760,5760,0.002,0.0042,1.0
la05,2010-10-29,5760,5760,0.002,0.0042,1.0
la05,2010-10-30,5760,5760,0.002,0.0043,1.0
la05,2010-10-31,5760,5760,0.002,0.0043,1.0
la05,2010-11-01,5760,5760,0.002,0.0044,1.0
la05,2010-11-02,5760,5760,0.0019,0.0043,1.0
la05,2010-11-03,5760,5760,0.002,0.0044,1.0
la05,2010-11-04,5760,5760,0.002,0.0042,1.0
la05,2010-11-05,5760,5760,0.0021,0.0046,1.0
la05,2010-11-06,5760,5760,0.0019,0.0044,1.0
la05,2010-11-07,5760,5760,0.002,0.0044,1.0
la05,2010-11-08,5760,5760,0.002,0.0045,1.0
la05,2010-11-09,5760,5760,0.002,0.0046,1.0
la05,2010-11-10,5760,5760,0.002,0.0045,1.0
la05,2010-11-11,5760,5760,0.002,0.0045,1.0
la05,2010-11-12,5760,5760,0.002,0.0044,1.0
la05,2010-11-13,5760,5760,0.002,0.0044,1.0
la05,2010-11-14,5760,5760,0.002,0.0044,1.0
la05,2010-11-15,5760,5760,0.002,0.0045,1.0
la05,2010-11-16,5760,5760,0.0019,0.0044,1.0
la05,2010-11-17,5760,5760,0.002,0.0045,1.0
la05,2010-11-18,5760,5760,0.002,0.0045,1.0
la05,2010-11-19,5760,5760,0.002,0.0043,1.0
la05,2010-11-20,5760,5760,0.002,0.0045,1.0
la05,2010-11-21,5760,5760,0.002,0.0044,1.0
la05,2010-11-22,5760,5760,0.002,0.0044,1.0
la05,2010-11-23,5760,5760,0.002,0.0044,1.0
la05,2010-11-24,5760,5760,0.002,0.0044,1.0
la05,2010-11-25,5760,5760,0.002,0.0043,1.0
la05,2010-11-26,5760,5760,0.002,0.0044,1.0
la05,2010-11-27,5760,5760,0.002,0.0045,1.0
la05,2010-11-28,5760,5760,0.002,0.0044,1.0
la05,2010-11-29,5760,5760,0.002,0.004305000000000018,1.0
la05,2010-11-30,5760,5760,0.002,0.0045,1.0
la05,2010-12-01,5760,5760,0.002,0.0043,1.0
la05,2010-12-02,5760,5760,0.0019,0.0043,1.0
la05,2010-12-03,5760,5760,0.002,0.0044,1.0
la05,2010-12-04,5188,5188,0.002,0.0044,1.0
la05,2010-12-06,5652,5652,0.0022,0.0047,1.0
la05,2010-12-07,5760,5760,0.002,0.0045,1.0
la05,2010-12-08,5760,5760,0.002,0.0044,1.0
la05,2010-12-09,5760,5760,0.002,0.0044,1.0
la05,2010-12-10,5760,5760,0.002,0.0043,1.0
la05,2010-12-11,5760,5760,0.002,0.0044,1.0
la05,2010-12-12,5760,5760,0.0021,0.0045,1.0
la05,2010-12-13,5760,5760,0.0021,0.0044,1.0
la05,2010-12-14,5760,5760,0.0021,0.0045,1.0
la05,2010-12-15,5760,5760,0.0021,0.0044,1.0
la05,2010-12-16,5760,5760,0.002,0.0043,1.0
la05,2010-12-17,5760,5760,0.002,0.0043,1.0
la05,2010-12-18,5760,5760,0.002,0.0044,1.0
la05,2010-12-19,5760,5760,0.002,0.0044,1.0
la05,2010-12-20,5760,5760,0.0021,0.0044,1.0
la05,2010-12-21,5760,5760,0.0021,0.0044,1.0
la05,2010-12-22,5760,5760,0.0021,0.0046,1.0
la05,2010-12-23,5760,5760,0.002,0.0043,1.0
la05,2010-12-24,5760,5760,0.002,0.0044,1.0
la05,2010-12-25,5760,5760,0.002,0.0043,1.0
la05,2010-12-26,5760,5760,0.002,0.0043,1.0
la05,2010-12-27,5760,5760,0.0021,0.0043,1.0
la05,2010-12-28,5760,5760,0.0021,0.0044,1.0
la05,2010-12-29,5760,5760,0.002,0.0043,1.0
la05,2010-12-30,5760,5760,0.0021,0.0043,1.0
la05,2010-12-31,5760,5760,0.0021,0.0044,1.0
la05,2011-01-01,5760,5760,0.002,0.0043,1.0
la05,2011-01-02,5760,5760,0.002,0.0043,1.0
la05,2011-01-03,5760,5760,0.0021,0.0043,1.0
la05,2011-01-04,5760,5760,0.002,0.0042,1.0
la05,2011-01-05,5760,5760,0.002,0.0043,1.0
la05,2011-01-06,5760,5760,0.002,0.004205000000000018,1.0
la05,2011-01-07,5760,5760,0.0021,0.0043,1.0
la05,2011-01-08,5760,5760,0.0021,0.0043,1.0
la05,2011-01-09,5760,5760,0.0021,0.0043,1.0
la05,2011-01-10,5760,5760,0.002,0.0042,1.0
la05,2011-01-11,5760,5760,0.0020499999999999997,0.0043,1.0
la05,2011-01-12,5760,5760,0.002,0.0043,1.0
la05,2011-01-13,5760,5760,0.0021,0.0042,1.0
la05,2011-01-14,5760,5760,0.0021,0.0043,1.0
la05,2011-01-15,5760,5760,0.002,0.0042,1.0
la05,2011-01-16,5760,5760,0.002,0.0043,1.0
la05,2011-01-17,5760,5760,0.002,0.0043,1.0
la05,2011-01-18,5760,5760,0.002,0.0042,1.0
la05,2011-01-19,5760,5760,0.002,0.0042,1.0
la05,2011-01-20,5760,5760,0.002,0.0042,1.0
la05,2011-01-21,5760,5760,0.002,0.0043,1.0
la05,2011-01-22,5760,5760,0.0021,0.0047,1.0
la05,2011-01-23,5760,5760,0.002,0.0042,1.0
la05,2011-01-24,5760,5760,0.002,0.0043,1.0
la05,2011-01-25,5760,5760,0.002,0.0045,1.0
la05,2011-01-26,5760,5760,0.002,0.0043,1.0
la05,2011-01-27,5760,5760,0.0019,0.0043,1.0
la05,2011-01-28,5760,5760,0.0021,0.0045,1.0
la05,2011-01-29,5760,5760,0.0021,0.0051,1.0
la05,2011-01-30,5760,5760,0.002,0.0043,1.0
la05,2011-01-31,5760,5760,0.002,0.0043,1.0
la05,2011-02-01,5760,5760,0.002,0.0043,1.0
la05,2011-02-02,5760,5760,0.002,0.0044,1.0
la05,2011-02-03,5760,5760,0.002,0.0044,1.0
la05,2011-02-04,5760,5760,0.0021,0.0045,1.0
la05,2011-02-05,5760,5760,0.002,0.0045,1.0
la05,2011-02-06,5760,5760,0.002,0.0044,1.0
la05,2011-02-07,5760,5760,0.002,0.0042,1.0
la05,2011-02-08,5760,5760,0.002,0.0043,1.0
la05,2011-02-09,5760,5760,0.002,0.0042,1.0
la05,2011-02-10,5760,5760,0.0019,0.0042,1.0
la05,2011-02-11,5760,5760,0.002,0.0042,1.0
la05,2011-02-12,5760,5760,0.002,0.0045,1.0
la05,2011-02-13,5760,5760,0.0021,0.0043,1.0
la05,2011-02-14,5760,5760,0.0021,0.0043,1.0
la05,2011-02-15,5760,5760,0.002,0.004205000000000018,1.0
la05,2011-02-16,5760,5760,0.002,0.0042,1.0
la05,2011-02-17,5760,5760,0.002,0.0042,1.0
la05,2011-02-18,5760,5760,0.0021,0.0043,1.0
la05,2011-02-19,5760,5760,0.0021,0.0043,1.0
la05,2011-02-20,5760,5760,0.0021,0.0043,1.0
la05,2011-02-21,5760,5760,0.0021,0.0042,1.0
la05,2011-02-22,5760,5760,0.002,0.0042,1.0
la05,2011-02-23,5760,5760,0.002,0.0043,1.0
la05,2011-02-24,5760,5760,0.002,0.0044,1.0
la05,2011-02-25,5760,5760,0.002,0.0043,1.0
la05,2011-02-26,5760,5760,0.0021,0.0043,1.0
la05,2011-02-27,5760,5760,0.002,0.0042,1.0
la05,2011-02-28,5760,5760,0.002,0.0042,1.0
la05,2011-03-01,5760,5760,0.0021,0.0044,1.0
la05,2011-03-02,5760,5760,0.002,0.0042,1.0
la05,2011-03-03,5760,5760,0.0021,0.0043,1.0
la05,2011-03-04,5760,5760,0.002,0.0043,1.0
la05,2011-03-05,5760,5760,0.002,0.0042,1.0
la05,2011-03-06,5760,5760,0.0019,0.004,1.0
la05,2011-03-07,5760,5760,0.0019,0.0041,1.0
la05,2011-03-08,5760,5760,0.0019,0.004,1.0
la05,2011-03-09,5760,5760,0.0019,0.0041,1.0
la05,2011-03-10,5760,5760,0.002,0.0042,1.0
la05,2011-03-11,5760,5760,0.002,0.0042,1.0
la05,2011-03-12,5760,5760,0.002,0.0043,1.0
la05,2011-03-13,5760,5760,0.0021,0.0043,1.0
la05,2011-03-14,5760,5760,0.0021,0.0043,1.0
la05,2011-03-15,5760,5760,0.002,0.0043,1.0
la05,2011-03-16,5760,5760,0.0021,0.0043,1.0
la05,2011-03-17,5760,5760,0.002,0.0044,1.0
la05,2011-03-18,5760,5760,0.002,0.0043,1.0
la05,2011-03-19,5760,5760,0.002,0.0042,1.0
la05,2011-03-20,5760,5760,0.002,0.0043,1.0
la05,2011-03-21,5760,5760,0.002,0.0044,1.0
